W_x_error,W_y_error,W_z_error,V_x_error,V_y_error,V_z_error
0.0,0.0,0.0,-0.0007212657599999228,0.0016608846399999988,0.0
0.0,0.0,0.0,-0.0007692842400000011,0.001671869269999987,0.0
0.0,0.0,0.0,-0.00081928679000004,0.0016868607699999927,0.0
0.0,0.0,0.0,-0.0008702906999999982,0.0017098520999999922,0.0
0.0,0.0,0.0,-0.0009283104999999736,0.0017248329600000056,0.0
0.0,0.0,0.0,-0.0009903151799999788,0.0017508217999999964,0.0
0.0,0.0,0.0,-0.0010563029399999757,0.0017818204799999737,0.0
0.0,0.0,0.0,-0.001135324900000012,0.0018047957000000003,0.0
0.0,0.0,0.0,-0.0012223308400000077,0.0018377800400000144,0.0
0.0,0.0,0.0,-0.0013193385800000512,0.0018807625799999728,0.0
0.0,0.0,0.0,-0.0014333481199999554,0.0019337420599999933,0.0
0.0,0.0,0.0,-0.0015723583800000274,0.0019907170400000063,0.0
0.0,0.0,0.0,-0.0017453713399999682,0.0020626858999999997,0.0
0.0,0.0,0.0,-0.0019763875399999575,0.002152644320000008,0.0
0.0,0.0,0.0,-0.0023043891300000285,0.002288608320000024,0.0
0.0,0.0,0.0,-0.002860401920000033,0.002511542399999983,0.0
0.0,0.0,0.001470000490000196,-0.004496825292747127,0.0024806959265198697,0.0
0.0,0.0,0.10147004704657532,-0.039387326388465115,-0.08881590750555399,0.0
0.0,0.0,0.07404964437070516,-0.038012956457137564,-0.07541070862711505,0.0
0.0,0.0,0.17405046228189136,-0.07101647098048985,-0.1678517647726324,0.0
0.0,0.0,0.14528961643954502,-0.06997776354044341,-0.15286281414489825,0.0
0.0,0.0,0.24529034434122693,-0.10111964310024989,-0.24646389657895199,0.0
0.0,0.0,0.21507021845390525,-0.10044305167058605,-0.22980905429397086,0.0
0.0,0.0,0.3150699399617363,-0.12975312133875916,-0.32457972348731784,0.0
0.0,0.0,0.28337013998930144,-0.12948231774301733,-0.3062302600736276,0.0
0.0,0.0,0.38337009197246014,-0.15698757091371102,-0.4021817890930094,0.0
0.0,0.0,0.3500203961051858,-0.15715869067653113,-0.38201554173012864,0.0
0.0,0.0,0.4500205362141811,-0.18289730127767256,-0.47915172319205773,0.0
0.0,0.0,0.4150503465406433,-0.18356334622633136,-0.4571633623882841,0.0
0.0,0.0,0.5150496376467874,-0.20756875138203554,-0.5554876338945488,0.0
0.0,0.0,0.4783399092641767,-0.20878354578200609,-0.5315777323161655,0.0
0.0,0.0,0.5783404109116254,-0.23109741557416427,-0.6310917848253025,0.0
0.0,0.0,0.5398204654145499,-0.23291647680045122,-0.6051879412767854,0.0
0.0,0.0,0.6398199980735281,-0.25357884805392716,-0.7058855042380435,0.0
0.0,0.0,0.5994495276808874,-0.2560619062569389,-0.6779300451030602,0.0
0.0,0.0,0.6994501822380451,-0.27512128709903716,-0.7798062579768964,0.0
0.0,0.0,0.6572095196582893,-0.27831958797088663,-0.7497415399702927,0.0
